"Refid","Bibliography","User","Ris Code","Level","Study ES List_k","effect_intervention_group","effect_comparison_group","effect_outcome","effect_outcome_type","effect_report_number","effect_page","effect_type","effect_timing","effect_favored","effect_icc","effect_intervention_baseline_participants","effect_comparison_baseline_participants","effect_intervention_followup_participants","effect_comparison_followup_participants","effect_intervention_baseline_classrooms","effect_comparison_baseline_classrooms","effect_intervention_followup_classrooms","effect_comparison_followup_classrooms","effect_intervention_baseline_schools","effect_comparison_baseline_schoools","effect_intervention_followup_schools","effect_comparison_followup_schools","effect_intervention_baseline_mean","effect_intervention_baseline_sd","effect_intervention_followup_mean","effect_intervention_followup_sd","effect_comparison_baseline_mean","effect_comparison_baseline_sd","effect_comparison_followup_mean","effect_comparison_followup_sd","effect_intervention_n_successful","effect_intervention_n_unsuccessful","effect_comparison_n_successful","effect_comparison_n_unsuccessful","effect_size_type -> NA - I entered the necessary information above","effect_size_type -> Means and Standard Errors (SEs)","effect_size_type -> Independent t-test","effect_size_type -> One-way ANOVA F-test (with df = 1)","effect_size_type -> Chi-squared test statistic (with df = 1)","effect_size_type -> Unstandardized regression coefficient for treatment dummy indicator","effect_size_type -> Standardized regression coefficient for treatment dummy indicator","effect_size_type -> Author-reported odds ratio","effect_size_type -> Author-reported standardized mean difference","effect_size_type -> Insufficient information to calculate effect size","effect_r_squared","effect_SE_intervention_mean","effect_SE_intervention_se","effect_SE_comparison_mean","effect_SE_comparison_se","effect_t_test","effect_f_test","effect_chi_square","effect_unstandardized_coefficient","effect_unstandardized_sd","effect_standardized_coefficient","effect_standardized_sd","effect_or","effect_or_ci_lower","effect_or_ci_upper","effect_smd","effect_smd_ci_lower","effect_smd_ci_upper","effect_notes"
10134,"Attwood, et al 2012 ",spgrant,,8,"1-Think, Feel, Do-2-Attention Control-Gaming control group-1-Spence Children&rsquo;s Anxiety Scale-SCAS-Child-Continuous","1-Think, Feel, Do","2-Attention Control-Gaming control group","1-Spence Children&rsquo;s Anxiety Scale-SCAS-Child",Continuous,10134,176,Pretest,,Comparison,-999,6,7,,,-999,-999,,,2,2,,,29.0,18.5,,,18.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,"Attwood, et al 2012 ",spgrant,,8,"1-Think, Feel, Do-2-Attention Control-Gaming control group-1-Spence Children&rsquo;s Anxiety Scale-SCAS-Child-Continuous-0","1-Think, Feel, Do","2-Attention Control-Gaming control group","1-Spence Children&rsquo;s Anxiety Scale-SCAS-Child",Continuous,10134,176,Post-test,0,Comparison,-999,,,6,7,,,-999,-999,,,2,2,,,21.3,17.5,,,14.29,12.2,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,"Attwood, et al 2012 ",spgrant,,8,"1-Think, Feel, Do-2-Attention Control-Gaming control group-2-Spence Children&rsquo;s Anxiety Scale-SCAS-Parent-Continuous","1-Think, Feel, Do","2-Attention Control-Gaming control group","2-Spence Children&rsquo;s Anxiety Scale-SCAS-Parent",Continuous,10134,176,Pretest,,Intervention,-999,6,7,,,-999,-999,,,2,2,,,13.5,11.1,,,14.1,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,"Attwood, et al 2012 ",spgrant,,8,"1-Think, Feel, Do-2-Attention Control-Gaming control group-2-Spence Children&rsquo;s Anxiety Scale-SCAS-Parent-Continuous-0","1-Think, Feel, Do","2-Attention Control-Gaming control group","2-Spence Children&rsquo;s Anxiety Scale-SCAS-Parent",Continuous,10134,176,Post-test,0,Intervention,-999,,,6,7,,,-999,-999,,,2,2,,,10.5,11.1,,,12.6,9.9,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,"Attwood, et al 2012 ",mschweer,,8,"1-Think, Feel, Do-2-Attention Control-Gaming control group-1-Spence Children&rsquo;s Anxiety Scale-SCAS-Child-Continuous","1-Think, Feel, Do","2-Attention Control-Gaming control group","1-Spence Children&rsquo;s Anxiety Scale-SCAS-Child",Continuous,10134,176,Pretest,,Comparison,-999,6,7,,,-999,-999,,,2,2,,,29.0,18.5,,,18.4,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,"Attwood, et al 2012 ",mschweer,,8,"1-Think, Feel, Do-2-Attention Control-Gaming control group-2-Spence Children&rsquo;s Anxiety Scale-SCAS-Parent-Continuous","1-Think, Feel, Do","2-Attention Control-Gaming control group","2-Spence Children&rsquo;s Anxiety Scale-SCAS-Parent",Continuous,10134,176,Pretest,,Intervention,-999,6,7,,,-999,-999,,,2,2,,,13.5,11.1,,,14.1,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,"Attwood, et al 2012 ",mschweer,,8,"1-Think, Feel, Do-2-Attention Control-Gaming control group-1-Spence Children&rsquo;s Anxiety Scale-SCAS-Child-Continuous-0","1-Think, Feel, Do","2-Attention Control-Gaming control group","1-Spence Children&rsquo;s Anxiety Scale-SCAS-Child",Continuous,10134,176,Post-test,0,Comparison,-999,,,6,7,,,-999,-999,,,2,2,,,21.3,17.5,,,14.29,12.2,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10134,"Attwood, et al 2012 ",mschweer,,8,"1-Think, Feel, Do-2-Attention Control-Gaming control group-2-Spence Children&rsquo;s Anxiety Scale-SCAS-Parent-Continuous-0","1-Think, Feel, Do","2-Attention Control-Gaming control group","2-Spence Children&rsquo;s Anxiety Scale-SCAS-Parent",Continuous,10134,176,Post-test,0,Intervention,-999,,,6,7,,,-999,-999,,,2,2,,,10.5,11.1,,,12.6,9.9,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-4-Teacher-Rated School Performance-School Performance-Continuous","1-FRIENDS for Life","2-No Treatment","4-Teacher-Rated School Performance-School Performance",Continuous,10135,154,Pretest,,Comparison,-999,131,258,,,-999,-999,,,8,9,,,3.11,0.80,,,3.18,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-4-Teacher-Rated School Performance-School Performance-Continuous-1","1-FRIENDS for Life","2-No Treatment","4-Teacher-Rated School Performance-School Performance",Continuous,10135,154,Post-test,1,Comparison,-999,,,201,256,,,-999,-999,,,8,9,,,3.17,0.76,,,3.23,0.82,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-4-Teacher-Rated School Performance-School Performance-Continuous-52","1-FRIENDS for Life","2-No Treatment","4-Teacher-Rated School Performance-School Performance",Continuous,10135,154,Post-test,52,Intervention,-999,,,298,251,,,-999,-999,,,8,9,,,3.26,0.81,,,3.17,0.82,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent-Continuous","1-FRIENDS for Life","2-No Treatment","2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent",Continuous,10135,154,Pretest,,Comparison,-999,237,244,,,-999,-999,,,8,9,,,15.45,9.33,,,14.6,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S-Continuous-52","1-FRIENDS for Life","2-No Treatment","3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S",Continuous,10135,154,Post-test,52,Intervention,-999,,,292,278,,,-999,-999,,,8,9,,,1.55,2.49,,,1.63,2.54,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child-Continuous-52","1-FRIENDS for Life","2-No Treatment","1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child",Continuous,10135,154,Post-test,52,Intervention,-999,,,294,279,,,-999,-999,,,8,9,,,20.49,13.50,,,20.76,13.54,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent-Continuous-52","1-FRIENDS for Life","2-No Treatment","2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent",Continuous,10135,154,Post-test,52,Comparison,-999,,,197,213,,,-999,-999,,,8,9,,,15.35,10.94,,,13.92,10.99,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child-Continuous","1-FRIENDS for Life","2-No Treatment","1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child",Continuous,10135,154,Pretest,,Intervention,-999,333,322,,,-999,-999,,,8,9,,,26.60,15.72,,,27.26,14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child-Continuous-1","1-FRIENDS for Life","2-No Treatment","1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child",Continuous,10135,154,Post-test,1,Intervention,-999,,,320,317,,,-999,-999,,,8,9,,,21.02,15.11,,,21.78,15.76,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child-Continuous-156","1-FRIENDS for Life","2-No Treatment","1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child",Continuous,10306,205,Post-test,156,Intervention,-999,,,267,227,,,-999,-999,,,8,9,,,23.3,15.0,,,23.4,14.0,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent-Continuous-1","1-FRIENDS for Life","2-No Treatment","2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent",Continuous,10135,154,Post-test,1,Comparison,-999,,,236,226,,,-999,-999,,,8,9,,,15.06,10.25,,,13.00,8.27,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent-Continuous-156","1-FRIENDS for Life","2-No Treatment","2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent",Continuous,10306,205,Post-test,156,Comparison,-999,,,163,173,,,-999,-999,,,8,9,,,15.0,11.4,,,14.5,12.7,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S-Continuous","1-FRIENDS for Life","2-No Treatment","3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S",Continuous,10135,154,Pretest,,Intervention,-999,329,322,,,-999,-999,,,8,9,,,1.77,2.50,,,1.82,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S-Continuous-1","1-FRIENDS for Life","2-No Treatment","3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S",Continuous,10135,154,Post-test,1,Intervention,-999,,,315,310,,,-999,-999,,,8,9,,,1.72,2.47,,,2.02,3.06,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",spgrant,,8,"1-FRIENDS for Life-2-No Treatment-3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S-Continuous-156","1-FRIENDS for Life","2-No Treatment","3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S",Continuous,10306,205,Post-test,156,Intervention,-999,,,265,225,,,-999,-999,,,8,9,,,2.6,3.3,,,2.8,3.5,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent-Continuous","1-FRIENDS for Life","2-No Treatment","2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent",Continuous,10135,154,Pretest,,Comparison,-999,237,244,,,-999,-999,,,8,9,,,15.45,9.33,,,14.6,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent-Continuous-1","1-FRIENDS for Life","2-No Treatment","2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent",Continuous,10135,154,Post-test,1,Comparison,-999,,,236,226,,,-999,-999,,,8,9,,,15.06,10.25,,,13.00,8.27,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent-Continuous-156","1-FRIENDS for Life","2-No Treatment","2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent",Continuous,10306,205,Post-test,156,Comparison,-999,,,163,173,,,-999,-999,,,8,9,,,15.0,11.4,,,14.5,12.7,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent-Continuous-52","1-FRIENDS for Life","2-No Treatment","2-Spence Children&rsquo;s Anxiety Scale-SCAS - Parent",Continuous,10135,154,Post-test,52,Comparison,-999,,,197,213,,,-999,-999,,,8,9,,,15.35,10.94,,,13.92,10.99,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S-Continuous","1-FRIENDS for Life","2-No Treatment","3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S",Continuous,10135,154,Pretest,,Intervention,-999,329,322,,,-999,-999,,,8,9,,,1.77,2.50,,,1.82,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S-Continuous-1","1-FRIENDS for Life","2-No Treatment","3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S",Continuous,10135,154,Post-test,1,Intervention,-999,,,315,310,,,-999,-999,,,8,9,,,1.72,2.47,,,2.02,3.06,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child-Continuous","1-FRIENDS for Life","2-No Treatment","1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child",Continuous,10135,154,Pretest,,Intervention,-999,333,322,,,-999,-999,,,8,9,,,26.60,15.72,,,27.26,14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child-Continuous-1","1-FRIENDS for Life","2-No Treatment","1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child",Continuous,10135,154,Post-test,1,Intervention,-999,,,320,317,,,-999,-999,,,8,9,,,21.02,15.11,,,21.78,15.76,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-4-Teacher-Rated School Performance-School Performance-Continuous","1-FRIENDS for Life","2-No Treatment","4-Teacher-Rated School Performance-School Performance",Continuous,10135,154,Pretest,,Comparison,-999,131,258,,,-999,-999,,,8,9,,,3.11,0.80,,,3.18,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-4-Teacher-Rated School Performance-School Performance-Continuous-1","1-FRIENDS for Life","2-No Treatment","4-Teacher-Rated School Performance-School Performance",Continuous,10135,154,Post-test,1,Comparison,-999,,,201,256,,,-999,-999,,,8,9,,,3.17,0.76,,,3.23,0.82,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S-Continuous-52","1-FRIENDS for Life","2-No Treatment","3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S",Continuous,10135,154,Post-test,52,Intervention,-999,,,292,278,,,-999,-999,,,8,9,,,1.55,2.49,,,1.63,2.54,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-4-Teacher-Rated School Performance-School Performance-Continuous-52","1-FRIENDS for Life","2-No Treatment","4-Teacher-Rated School Performance-School Performance",Continuous,10135,154,Post-test,52,Intervention,-999,,,298,251,,,-999,-999,,,8,9,,,3.26,0.81,,,3.17,0.82,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S-Continuous-156","1-FRIENDS for Life","2-No Treatment","3-Children’s Depression Inventory-Short Version (CDI-S)-CDI-S",Continuous,10306,205,Post-test,156,Intervention,-999,,,265,225,,,-999,-999,,,8,9,,,2.6,3.3,,,2.8,3.5,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child-Continuous-52","1-FRIENDS for Life","2-No Treatment","1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child",Continuous,10135,154,Post-test,52,Intervention,-999,,,294,279,,,-999,-999,,,8,9,,,20.49,13.50,,,20.76,13.54,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10135,"Ahlen, et al 2018 ",mschweer,,8,"1-FRIENDS for Life-2-No Treatment-1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child-Continuous-156","1-FRIENDS for Life","2-No Treatment","1-Spence Children&rsquo;s Anxiety Scale-SCAS - Child",Continuous,10306,205,Post-test,156,Intervention,-999,,,267,227,,,-999,-999,,,8,9,,,23.3,15.0,,,23.4,14.0,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",spgrant,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-2-Depression Questionnaire for Children (CDN)-CDN-Continuous","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"2-Depression Questionnaire for Children (CDN)-CDN",Continuous,10269,468,Pretest,,Intervention,0.04,88,60,,,3,2,,,1,1,,,8.63,5.34,,,9.00,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",spgrant,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-2-Depression Questionnaire for Children (CDN)-CDN-Continuous-13","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"2-Depression Questionnaire for Children (CDN)-CDN",Continuous,10269,468,Post-test,13,Intervention,0.11,,,73,48,,,3,2,,,1,1,,,8.40,5.84,,,8.60,5.21,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",spgrant,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-1-Anxiety Scale for Children (EAN)-EAN-Continuous-1","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"1-Anxiety Scale for Children (EAN)-EAN",Continuous,10269,468,Post-test,1,Intervention,0.06,,,79,57,,,3,2,,,1,1,,,6.22,7.09,,,6.88,6.14,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",spgrant,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-1-Anxiety Scale for Children (EAN)-EAN-Continuous-13","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"1-Anxiety Scale for Children (EAN)-EAN",Continuous,10269,468,Post-test,13,Intervention,0.14,,,73,48,,,3,2,,,1,1,,,5.64,6.62,,,7.10,6.12,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",spgrant,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-1-Anxiety Scale for Children (EAN)-EAN-Continuous","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"1-Anxiety Scale for Children (EAN)-EAN",Continuous,10269,468,Pretest,,Intervention,0.04,88,60,,,3,2,,,1,1,,,7.61,7.10,,,8.00,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",spgrant,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-2-Depression Questionnaire for Children (CDN)-CDN-Continuous-1","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"2-Depression Questionnaire for Children (CDN)-CDN",Continuous,10269,468,Post-test,1,Intervention,0.08,,,79,57,,,3,2,,,1,1,,,8.19,6.04,,,9.04,5.44,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",mschweer,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-1-Anxiety Scale for Children (EAN)-EAN-Continuous","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"1-Anxiety Scale for Children (EAN)-EAN",Continuous,10269,468,Pretest,,Intervention,0.04,88,60,,,3,2,,,1,1,,,7.61,7.10,,,8.00,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",mschweer,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-1-Anxiety Scale for Children (EAN)-EAN-Continuous-1","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"1-Anxiety Scale for Children (EAN)-EAN",Continuous,10269,468,Post-test,1,Intervention,0.06,,,79,57,,,3,2,,,1,1,,,6.22,7.09,,,6.88,6.14,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",mschweer,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-1-Anxiety Scale for Children (EAN)-EAN-Continuous-13","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"1-Anxiety Scale for Children (EAN)-EAN",Continuous,10269,468,Post-test,13,Intervention,0.14,,,73,48,,,3,2,,,1,1,,,5.64,6.62,,,7.10,6.12,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",mschweer,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-2-Depression Questionnaire for Children (CDN)-CDN-Continuous","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"2-Depression Questionnaire for Children (CDN)-CDN",Continuous,10269,468,Pretest,,Intervention,0.04,88,60,,,3,2,,,1,1,,,8.63,5.34,,,9.00,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",mschweer,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-2-Depression Questionnaire for Children (CDN)-CDN-Continuous-1","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"2-Depression Questionnaire for Children (CDN)-CDN",Continuous,10269,468,Post-test,1,Intervention,0.08,,,79,57,,,3,2,,,1,1,,,8.19,6.04,,,9.04,5.44,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269,"García-Escalera, et al 2020 ",mschweer,,8,"1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)-2-TAU-2-Depression Questionnaire for Children (CDN)-CDN-Continuous-13","1-Unified Protocol for Transdiagnostic Treatment of Emotional Disorders (UP-A Spanish)",2-TAU,"2-Depression Questionnaire for Children (CDN)-CDN",Continuous,10269,468,Post-test,13,Intervention,0.11,,,73,48,,,3,2,,,1,1,,,8.40,5.84,,,8.60,5.21,,,,,"NA - I entered the necessary information above",,,,,,,,,,,,,,,,,,,,,,,,,,,,
10301,"Bokhorst, et al 1995 ",spgrant,,8,"1-Treatment Curriculum-2-No Treatment-2-Teacher Report Questionnaire-Teacher Report Questionnaire-Continuous","1-Treatment Curriculum","2-No Treatment","2-Teacher Report Questionnaire-Teacher Report Questionnaire",Continuous,10301,91,Pretest,,Intervention,-999,51,45,,,-999,-999,,,1,1,,,25.53,8.56,,,27.53,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baseline data only provided for Groups 1 and 2 (not 3 and 4)"
10301,"Bokhorst, et al 1995 ",spgrant,,8,"1-Treatment Curriculum-2-No Treatment-1-Social Anxiety Scale for Children (SAS-K)-SAS-K-Continuous","1-Treatment Curriculum","2-No Treatment","1-Social Anxiety Scale for Children (SAS-K)-SAS-K",Continuous,10301,91,Pretest,,Intervention,-999,51,45,,,-999,-999,,,1,1,,,10.22,8.31,,,12.51,7.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Baseline data only collected for Groups 1 and 2 (not 3 and 4)"
